name,slug,address,city,state,zip,phone,website,latitude,longitude,description,summary,hours,image_url,logo_url,rating,review_count,seo_tags,premium_score,featured,premium
Mickey's Laundries,mickeys-laundries-killeentexas,"904 W Jasper Dr, Killeen, TX 76542",Killeen,Texas,76542,+1 254-634-2948,,31.1015644,-97.7456588,"Mickey's Laundries is a well-maintained laundromat located at 904 W Jasper Dr, Killeen, TX 76542. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Killeen? Mickey's Laundries is your local solution for quality laundry services.","Mickey's Laundries is a conveniently located laundromat in Killeen, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-11PM"", ""Tuesday"": ""7AM-11PM"", ""Wednesday"": ""7AM-11PM"", ""Thursday"": ""7AM-11PM"", ""Friday"": ""7AM-11PM"", ""Saturday"": ""7AM-11PM"", ""Sunday"": ""7AM-11PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWZKm52-UWETrXWNq0OgFG9pT4VbF4sMFOqU09m4xjL4unlAWwxdhT6ebk2OWxJRUqfrTC5-dtiC3Jfz8KfghlhH8rKkxUlEmV6icBBk2Q6UFNII7Qa4BQOmaE3U8IbpHmyk8=w800-h500-k-no,,3.5,168,"laundromat, near me, killeen laundromat, laundromat in killeen, laundromat near me open now, 24 hour laundromat near me, cheap laundromat near me",87,false,false
4th Street Coin Laundry,4th-street-coin-laundry-lampasastexas,"1001 Fourth St, Lampasas, TX 76550",Lampasas,Texas,76550,+1 512-556-1077,,31.0660325,-98.1720246,"4th Street Coin Laundry is a well-maintained laundromat located at 1001 Fourth St, Lampasas, TX 76550. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Lampasas? 4th Street Coin Laundry is your local solution for quality laundry services.","4th Street Coin Laundry is a conveniently located laundromat in Lampasas, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrXg84PR6wlCmF6A6-wIVe7EDj7J4dUTX4O8oD3bBOTwJMrOm3dUkJ54FL3SSAsFJLsempN2m5cUp-H8-hkin8a_hLBXMerDtRLkfXmg1HOzva8yF622bLlQO7xQlP3bOlUSgR1=w800-h500-k-no,,4.1,69,"laundromat, coin operated, near me, lampasas laundromat, laundromat in lampasas, drop off laundry service near me, laundry mats near me, 24hr laundromat near me",84,false,false
Scrubtub Lampasas,scrubtub-lampasas-lampasastexas,"610 S Chestnut St, Lampasas, TX 76550",Lampasas,Texas,76550,+1 512-564-1650,https://scrubtublaundromat.com/,31.0624816,-98.1805726,"Scrubtub Lampasas is a well-maintained laundromat located at 610 S Chestnut St, Lampasas, TX 76550. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Lampasas? Scrubtub Lampasas is your local solution for quality laundry services.","Scrubtub Lampasas is a conveniently located laundromat in Lampasas, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""10AM-9PM"", ""Tuesday"": ""10AM-9PM"", ""Wednesday"": ""10AM-9PM"", ""Thursday"": ""10AM-9PM"", ""Friday"": ""10AM-9PM"", ""Saturday"": ""10AM-9PM"", ""Sunday"": ""Closed""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqK8Kdf3q2dy_hftPZ3luFwdxxbj5NNP14bNHOasFUyOglPOHsJtMDpTK_5HW1gdu8bKWjBg0guPdrvmVApNTh6YpBBgZGHBld3CipCT7-W3uuZ7aMYHanv5nKnOP7z9HHTIksH4w=w800-h500-k-no,https://lh4.googleusercontent.com/-BzuKAe0cgxI/AAAAAAAAAAI/AAAAAAAAAAA/iV7OlU0lEB4/s44-p-k-no-ns-nd/photo.jpg,3.8,58,"laundromat, near me, lampasas laundromat, laundromat in lampasas, laundromat near me within 5 mi, wash and fold laundry, 24-hour laundromat near me",93,false,true
Number One Laundromat,number-one-laundromat-alexandriavirginia,"6493 Little River Turnpike, Alexandria, VA 22312",Alexandria,Virginia,22312,,https://www.numberonelaundromat.com/,38.8206022,-77.1568669,"Number One Laundromat is a well-maintained laundromat located at 6493 Little River Turnpike, Alexandria, VA 22312. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Alexandria? Number One Laundromat is your local solution for quality laundry services.","Number One Laundromat is a conveniently located laundromat in Alexandria, Virginia offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""6AM-11PM"", ""Tuesday"": ""6AM-11PM"", ""Wednesday"": ""6AM-11PM"", ""Thursday"": ""6AM-11PM"", ""Friday"": ""6AM-11PM"", ""Saturday"": ""6AM-11PM"", ""Sunday"": ""6AM-11PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqZrl-AMwiRc4JPQPCaekX8ZjURbZ7nZ6dQw54vs3GsOdpK-rL3VlRnmAHj0Lyhkh3chRhrSaVumWKACHSQFZwAt1makj023R1NHCb-ISSnW8KA3sLxmIEb4-6zffNZzsUW8kcPXQ=w800-h500-k-no,https://lh3.googleusercontent.com/-C48RgdW6VIU/AAAAAAAAAAI/AAAAAAAAAAA/qkvAKeFc6_4/s44-p-k-no-ns-nd/photo.jpg,4.4,168,"laundromat, near me, alexandria laundromat, laundromat in alexandria, laundromat near me open now, laundry mat near me, laundry detergent near me",94,false,true
WaveMAX Laundry Temple Olaf Dr,wavemax-laundry-temple-olaf-dr-templetexas,"10 Olaf Dr, Temple, TX 76504",Temple,Texas,76504,+1 254-295-0239,https://www.wavemaxlaundry.com/temple-tx-olaf-dr,31.1102483,-97.3861205,"WaveMAX Laundry Temple Olaf Dr is a well-maintained laundromat located at 10 Olaf Dr, Temple, TX 76504. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Temple? WaveMAX Laundry Temple Olaf Dr is your local solution for quality laundry services.","WaveMAX Laundry Temple Olaf Dr is a conveniently located laundromat in Temple, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""7AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noLdkyhHsQXOIieXB_eVTJtSW_XpNHY253uNCQIqhAvEIDTBewP-LU8AkNtdj0Uyyzv3R6TMTOXjEMNm4U7U8dKRDMoCe7bnnQTz8SH5pwM5H0r-9JhHl_i5jZdY92fEH7FFfEq=w800-h500-k-no,https://lh4.googleusercontent.com/-gxRRCHErx4I/AAAAAAAAAAI/AAAAAAAAAAA/NjAr5ciMiEM/s44-p-k-no-ns-nd/photo.jpg,4.7,174,"laundromat, near me, temple laundromat, laundromat in temple, cheap laundromat near me, coin laundromat near me, laundry pick up and delivery near me",99,true,true
Mr.Bubbles coin Laundry,mrbubbles-coin-laundry-sulphur-springstexas,"1131 S Broadway St, Sulphur Springs, TX 75482",Sulphur Springs,Texas,75482,+1 903-919-5014,,33.1215048,-95.5969176,"Mr.Bubbles coin Laundry is a well-maintained laundromat located at 1131 S Broadway St, Sulphur Springs, TX 75482. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Sulphur Springs? Mr.Bubbles coin Laundry is your local solution for quality laundry services.","Mr.Bubbles coin Laundry is a conveniently located laundromat in Sulphur Springs, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npcVT3oCfFa_jlwpCAXqvX2j_w97Y-yxmWypgpxCYvoorkZynqoP7U6O9pWSgsoz-xL0xq-UXruKfArwnk2N-ZrvhzYfta3QIGnHYHGHOu81zUJ6_VvBBSg-Zs00GcLbLZz_6L6cA=w800-h500-k-no,https://lh3.googleusercontent.com/-QWLfTqm9A6E/AAAAAAAAAAI/AAAAAAAAAAA/uBBTAw1kzMM/s44-p-k-no-ns-nd/photo.jpg,4.4,115,"laundromat, coin operated, near me, sulphur springs laundromat, laundromat in sulphur springs, cheap laundromat near me, wash and fold laundry service near me, coin laundromat near me",89,false,false
My Xpress Laundry,my-xpress-laundry-wacotexas,"202 E Crest Dr, Waco, TX 76705",Waco,Texas,76705,+1 254-304-0949,http://www.myxpresslaundry.com/,31.6357687,-97.1033562,"My Xpress Laundry is a well-maintained laundromat located at 202 E Crest Dr, Waco, TX 76705. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Waco? My Xpress Laundry is your local solution for quality laundry services.","My Xpress Laundry is a conveniently located laundromat in Waco, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqpk7dmH-IPLyg_c7k4DBs9RFa77ZgTsUOJmSmW9-nZ1RPRd9I99VmrswW4i8WM1lUiFH3vKdVshYs42zt7u-rqBvYJcDob4j0KcHUrZPeq0YqHnupIVmdwxV8ifBLyroN_DwM=w800-h500-k-no,https://lh6.googleusercontent.com/-8wBG58TjFVs/AAAAAAAAAAI/AAAAAAAAAAA/HxEB70zvM2s/s44-p-k-no-ns-nd/photo.jpg,4.8,334,"laundromat, near me, waco laundromat, laundromat in waco, 24-hour laundromat near me, self service laundromat near me, coin laundry near me",100,true,true
Ma Suds Coin Laundry #1,ma-suds-coin-laundry-1-wacotexas,"1412 N Valley Mills Dr, Waco, TX 76710",Waco,Texas,76710,+1 254-717-0973,,31.5299813,-97.1929415,"Ma Suds Coin Laundry #1 is a well-maintained laundromat located at 1412 N Valley Mills Dr, Waco, TX 76710. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Waco? Ma Suds Coin Laundry #1 is your local solution for quality laundry services.","Ma Suds Coin Laundry #1 is a conveniently located laundromat in Waco, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""7AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrqFOHwKkiW4ro_LZxUGcuqr9CoCAwfsuGzFCQ9hTf-W1Kr2-Ctj5Cmp0YRpaHRgZg97GW5bXSOoaZxGK0EIhyvjQXKj6EPq5LQEOHr6yPfaLQAYuCRGbKOfkVjBguwIabg5bbL=w800-h500-k-no,,3.6,64,"laundromat, coin operated, near me, waco laundromat, laundromat in waco, coin laundry near me, best laundromat near me, self service laundromat near me",83,false,false
My Laundromat,my-laundromat-imperialpennsylvania,"7900 Steubenville Pike, Imperial, PA 15126",Imperial,Pennsylvania,15126,+1 724-227-0513,,40.4404935,-80.2279092,"My Laundromat is a well-maintained laundromat located at 7900 Steubenville Pike, Imperial, PA 15126. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Imperial? My Laundromat is your local solution for quality laundry services.","My Laundromat is a conveniently located laundromat in Imperial, Pennsylvania offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/p/AF1QipPdiyX2QWlK-HtySvz_crubLRcw-dJtUj8CmnIH=w800-h500-k-no,https://lh5.googleusercontent.com/-sqPN2L0muFs/AAAAAAAAAAI/AAAAAAAAAAA/FWJA5hHZ9Gw/s44-p-k-no-ns-nd/photo.jpg,4.7,243,"laundromat, near me, imperial laundromat, laundromat in imperial, 24-hour laundromat near me, laundromat open near me, wash and fold laundry service near me",89,false,false
Magic Wash N Dry,magic-wash-n-dry-wacotexas,"1423 Sunset St, Waco, TX 76710",Waco,Texas,76710,+1 254-235-9274,https://www.magicwashndry.com/,31.5408707,-97.1763133,"Magic Wash N Dry is a well-maintained laundromat located at 1423 Sunset St, Waco, TX 76710. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Waco? Magic Wash N Dry is your local solution for quality laundry services.","Magic Wash N Dry is a conveniently located laundromat in Waco, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-8:45PM"", ""Tuesday"": ""7AM-8:45PM"", ""Wednesday"": ""7AM-8:45PM"", ""Thursday"": ""7AM-8:45PM"", ""Friday"": ""7AM-8:45PM"", ""Saturday"": ""7AM-8:45PM"", ""Sunday"": ""7AM-8:45PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrfifpTsljHKzXhrb8Be_JvCd28mngxXJ4ApIVgsiQvozVss2CR4M8OUJV4pKqvExWKfpROLZ8DT0m5fzsFLKA4OjwM_KQIY5uueRTIfqw2zqQlifON5IIU6BhJp3tBu5Y6vwA=w800-h500-k-no,https://lh4.googleusercontent.com/-3P4NwRLMkQM/AAAAAAAAAAI/AAAAAAAAAAA/s_QBD_u6ris/s44-p-k-no-ns-nd/photo.jpg,4.6,397,"laundromat, near me, waco laundromat, laundromat in waco, laundry jobs near me, laundry mat near me, laundry near me open now",99,true,true
WaveMAX Temple - South 31st,wavemax-temple-south-31st-templetexas,"1516 S 31st St B, Temple, TX 76504",Temple,Texas,76504,+1 254-228-5959,https://wavemaxlaundry.com/location/31-st-temple-tx-self-serve-laundry/?utm_source=GMB,31.0861206,-97.3635864,"WaveMAX Temple - South 31st is a well-maintained laundromat located at 1516 S 31st St B, Temple, TX 76504. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Temple? WaveMAX Temple - South 31st is your local solution for quality laundry services.","WaveMAX Temple - South 31st is a conveniently located laundromat in Temple, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""7AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nroi0vyL_M2Rr-PeENbpIzlN-321pCyXjB5-4NZqBwuhmHaNOCaZSAOBXWFgAQUZj0rTA8BuLYGcBCer5-WHccIJhxlw5QtHeUoKFKWU13v6PbZk7DCMd2eN3fa_t6H9tRiD-BTRw=w800-h500-k-no,https://lh4.googleusercontent.com/-nyvltQH02cE/AAAAAAAAAAI/AAAAAAAAAAA/jhP9Dfi9I20/s44-p-k-no-ns-nd/photo.jpg,4.7,199,"laundromat, near me, temple laundromat, laundromat in temple, laundromat for sale near me, laundry jobs near me, laundry mat near me",99,true,true
Super Clean Coin Laundry,super-clean-coin-laundry-wacotexas,"1501 Hogan Ln, Waco, TX 76705",Waco,Texas,76705,+1 254-799-1706,http://super-clean-coin-waco.poi.place/,31.5961593,-97.1105934,"Super Clean Coin Laundry is a well-maintained laundromat located at 1501 Hogan Ln, Waco, TX 76705. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Waco? Super Clean Coin Laundry is your local solution for quality laundry services.","Super Clean Coin Laundry is a conveniently located laundromat in Waco, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""6AM-8PM"", ""Tuesday"": ""6AM-8PM"", ""Wednesday"": ""6AM-8PM"", ""Thursday"": ""6AM-8PM"", ""Friday"": ""6AM-8PM"", ""Saturday"": ""6AM-8PM"", ""Sunday"": ""6AM-8PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noH20IYujjPy30MsfhphR9NdT0Ns4r36a1Ig7psHXEmhxaRIF-ZXeCk07bRFHWGthKFu-UM-b6LgTn17TYcsXe0IVZ1WGpu7w1PeroTbahXY3A7oYX35TALi4ZtGskIjG8rKkG0=w800-h500-k-no,,4.3,275,"laundromat, coin operated, clean facility, near me, waco laundromat, laundromat in waco, drop off laundry service near me, wash and fold laundry, laundry detergent near me",99,true,true
Spin City Laundromat,spin-city-laundromat-bradytexas,"1607 S Bridge St, Brady, TX 76825",Brady,Texas,76825,+1 325-240-0777,,31.1208785,-99.3351673,"Spin City Laundromat is a well-maintained laundromat located at 1607 S Bridge St, Brady, TX 76825. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Brady? Spin City Laundromat is your local solution for quality laundry services.","Spin City Laundromat is a conveniently located laundromat in Brady, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""7AM-8PM"", ""Sunday"": ""7AM-8PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNBZ3Teia9Z6LuweE1g8oeX0FQa7QCEzFiBLmx538YUPgStXir_kDn7xjl5jo2nQ5McB1ShAoqe0KpxL1ghu4YG-WyXVcgSIXqTzLNFc4f6QA4RuVZmlxbhF_iPlLw08v6cias=w800-h500-k-no,https://lh3.googleusercontent.com/-hiQqwaWyDi0/AAAAAAAAAAI/AAAAAAAAAAA/Yk3vjHPz_Ik/s44-p-k-no-ns-nd/photo.jpg,4.6,92,"laundromat, near me, brady laundromat, laundromat in brady, laundromat near me for sale, drop off laundry service near me, cheapest laundromat near me",88,false,false
The Laundry Room,the-laundry-room-wacotexas,"1216 Speight Ave, Waco, TX 76706",Waco,Texas,76706,,,31.5391639,-97.1250414,"The Laundry Room is a well-maintained laundromat located at 1216 Speight Ave, Waco, TX 76706. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Waco? The Laundry Room is your local solution for quality laundry services.","The Laundry Room is a conveniently located laundromat in Waco, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-11PM"", ""Tuesday"": ""7AM-11PM"", ""Wednesday"": ""7AM-11PM"", ""Thursday"": ""7AM-11PM"", ""Friday"": ""7AM-11PM"", ""Saturday"": ""7AM-11PM"", ""Sunday"": ""7AM-11PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrN0vQelrxQAcOMTaIroqtczKkpAnQfM5P9KZrL6rjs-wRQ96cOQ2Saw8ZmdMikD9RriG6C2cEwKxqD1FCpkT4KLAZnXB-hJwyhEAOhOc3GnwkD2esAUuhQtNAg5ZU8wWRz5jlLLA=w800-h500-k-no,https://lh6.googleusercontent.com/-Vx15fuiMXK0/AAAAAAAAAAI/AAAAAAAAAAA/_AtGg-l5Agc/s44-p-k-no-ns-nd/photo.jpg,4.6,320,"laundromat, near me, waco laundromat, laundromat in waco, coin laundry near me, drop off laundry service near me, drop off laundry near me",84,false,false
Suds & Duds Laundromat,suds-duds-laundromat-clutetexas,"219 Flag Lake Dr, Clute, TX 77531",Clute,Texas,77531,+1 979-285-9900,,29.0126041,-95.4209334,"Suds & Duds Laundromat is a well-maintained laundromat located at 219 Flag Lake Dr, Clute, TX 77531. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Clute? Suds & Duds Laundromat is your local solution for quality laundry services.","Suds & Duds Laundromat is a conveniently located laundromat in Clute, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqLrS8zFuGFnm5h02PbyVr71jFUk5EQjP1bo09vx8-Y5sGyEsxFGM6_9SQbVqyclBZt7wzP-KyNt1awMhDvg45l65RLBfvbtg2F4errrJi3w8OAlVkSSh5PHcF0iVGYi4HPIXvbGg=w800-h500-k-no,,3.1,164,"laundromat, near me, clute laundromat, laundromat in clute, 24-hour laundromat near me, coin laundry near me, self service laundromat near me",86,false,false
Jess's Laundry,jesss-laundry-lake-dallastexas,"314 S Shady Shores Dr Suite 104, Lake Dallas, TX 75065",Lake Dallas,Texas,75065,+1 940-600-2737,http://jesslaundry.net/,33.1197862,-97.0292412,,"Jess's Laundry is a conveniently located laundromat in Lake Dallas, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-9PM""}",https://lh3.googleusercontent.com/p/AF1QipPSpSi5cgfyRB0mfVFHV-DAPH_wiK4T9v_4uvGB=w800-h500-k-no,https://lh3.googleusercontent.com/-dTGJ1WXQAVM/AAAAAAAAAAI/AAAAAAAAAAA/eOKG6-D14uw/s44-p-k-no-ns-nd/photo.jpg,4.9,198,"laundromat, wash and fold, clean facility, near me, lake dallas laundromat, laundromat in lake dallas, laundry services near me, cheapest laundromat near me, laundromat near me open now",100,true,true
Wells Laundry Harker Heights,wells-laundry-harker-heights-harker-heightstexas,"404 Indian Trail, Harker Heights, TX 76548",Harker Heights,Texas,76548,,https://www.wellslaundry.com/harker-heights/,31.0804608,-97.6557034,"Wells Laundry Harker Heights is a well-maintained laundromat located at 404 Indian Trail, Harker Heights, TX 76548. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Harker Heights? Wells Laundry Harker Heights is your local solution for quality laundry services.","Wells Laundry Harker Heights is a conveniently located laundromat in Harker Heights, Texas offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""6AM-10PM"", ""Tuesday"": ""6AM-10PM"", ""Wednesday"": ""6AM-10PM"", ""Thursday"": ""6AM-10PM"", ""Friday"": ""6AM-10PM"", ""Saturday"": ""6AM-10PM"", ""Sunday"": ""6AM-10PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4np23lkmuRXbFqHTjIjyTJnfwhnrY2qZ0i94ytIbbLliFuz82o3mE2q-7Wnky0F0PH4LxuzOvnxFXjtnqST2iM6CHCsDcqdU0Ob9k-5IqymASO61st0LClcOFlA7xBQupubD66qM9A=w800-h500-k-no,https://lh3.googleusercontent.com/-N1vyd-P6OyQ/AAAAAAAAAAI/AAAAAAAAAAA/q4bA5tzRy_E/s44-p-k-no-ns-nd/photo.jpg,4.4,419,"laundromat, near me, harker heights laundromat, laundromat in harker heights, drop off laundry near me, laundromat open near me, laundromat near me for sale",94,false,true
Laundry Project 23,laundry-project-23-new-yorknew-york,"364 W 23rd St, New York, NY 10011",New York,New York,10011,+1 646-823-9449,https://www.laundryproject23.com/,40.7461458,-74.0011148,"Laundry Project 23 is a well-maintained laundromat located at 364 W 23rd St, New York, NY 10011. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in New York? Laundry Project 23 is your local solution for quality laundry services.","Laundry Project 23 is a conveniently located laundromat in New York, New York offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7:30AM-7PM"", ""Tuesday"": ""7:30AM-7PM"", ""Wednesday"": ""7:30AM-7PM"", ""Thursday"": ""7:30AM-7PM"", ""Friday"": ""7:30AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""9AM-7PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noe6cjXTQEnUh5QjmRPaf8Mdz6oPf115dQMYjqMtK55gEq8jHBYropAJHt-kJ9ls_PjAxn2UfmOm7M4XeOWp8GhSlO1G2_V5Fwa7_Co4rTtl9gTB3Iq3sHs833YWewvFZrN9W4EPg=w800-h500-k-no,https://lh6.googleusercontent.com/-ljP0-zN8RNQ/AAAAAAAAAAI/AAAAAAAAAAA/j5g692y8220/s44-p-k-no-ns-nd/photo.jpg,4.2,103,"laundromat, near me, new york laundromat, laundromat in new york, laundry pick up and delivery near me, laundry detergent near me, pick up laundry service near me",98,true,true
